level,object_id,campaign_id,day_ET,spend,impressions,link_clicks,CPM,link_CTR_pct,link_CPC,completed,new_acquisitions,completed_CPL,observed_sessions,observed_starts,measurement_flags
AD,120250540502680660,120250540492410660,2026-08-19,0.16,2,0,80.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251169390170660,120251080550110660,2026-09-18,1.46,28,0,52.14,0.0,,0,0,,4,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251169390630660,120251080550110660,2026-09-18,0.35,9,0,38.89,0.0,,0,0,,4,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251169537280660,120251080550110660,2026-09-18,95.2,2433,15,39.13,0.617,6.35,5,5,19.04,18,6,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251169550290660,120251080550110660,2026-09-18,0.81,11,0,73.64,0.0,,0,0,,4,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251169609560660,120251080550110660,2026-09-18,0.02,2,0,10.0,0.0,,0,0,,4,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251170035740660,120251080550110660,2026-09-18,0.07,5,0,14.0,0.0,,0,0,,4,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251170059570660,120251080550110660,2026-09-18,0.01,2,0,5.0,0.0,,0,0,,4,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251170071650660,120251080550110660,2026-09-18,0.43,8,0,53.75,0.0,,0,0,,4,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251170088000660,120251080550110660,2026-09-18,0.63,9,0,70.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251182140140660,120251080550110660,2026-09-18,0.01,2,0,5.0,0.0,,0,0,,4,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251182153020660,120251080550110660,2026-09-18,0.14,3,0,46.67,0.0,,0,0,,4,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251182163480660,120251080550110660,2026-09-18,0.09,2,0,45.0,0.0,,0,0,,4,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251182269680660,120251080550110660,2026-09-18,0.61,10,0,61.0,0.0,,0,0,,4,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251182339470660,120251080550110660,2026-09-18,0.28,8,0,35.0,0.0,,0,0,,4,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081859460660,120251080550210660,2026-09-13,0.06,2,0,30.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081859520660,120251080550210660,2026-09-14,0.02,1,0,20.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081859640660,120251080550210660,2026-09-13,0.82,18,0,45.56,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081859640660,120251080550210660,2026-09-14,0.14,2,0,70.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081898840660,120251080550210660,2026-09-13,20.14,561,2,35.9,0.357,10.07,0,0,,2,1,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081898840660,120251080550210660,2026-09-14,13.82,345,3,40.06,0.87,4.61,1,1,13.82,4,2,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081898840660,120251080550210660,2026-09-15,3.94,160,1,24.62,0.625,3.94,0,0,,1,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081898840660,120251080550210660,2026-09-16,0.17,4,0,42.5,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081898840660,120251080550210660,2026-09-17,0.37,16,0,23.12,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081898840660,120251080550210660,2026-09-18,0.89,34,0,26.18,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081899920660,120251080550210660,2026-09-13,0.09,5,0,18.0,0.0,,0,0,,4,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081899920660,120251080550210660,2026-09-14,0.01,1,0,10.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081993110660,120251080550210660,2026-09-13,99.56,3396,20,29.32,0.589,4.98,1,1,99.56,18,2,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081993110660,120251080550210660,2026-09-14,94.16,3498,17,26.92,0.486,5.54,2,2,47.08,14,3,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081993110660,120251080550210660,2026-09-15,116.99,5345,27,21.89,0.505,4.33,1,1,116.99,23,4,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081993110660,120251080550210660,2026-09-16,98.7,4335,16,22.77,0.369,6.17,2,2,49.35,15,3,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081993110660,120251080550210660,2026-09-17,80.58,2881,8,27.97,0.278,10.07,0,0,,8,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081993110660,120251080550210660,2026-09-18,69.6,2431,16,28.63,0.658,4.35,1,0,69.6,15,2,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082426120660,120251080550210660,2026-09-13,0.18,7,0,25.71,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082426120660,120251080550210660,2026-09-14,0.29,8,0,36.25,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082426120660,120251080550210660,2026-09-15,0.58,17,0,34.12,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082426120660,120251080550210660,2026-09-16,0.45,11,0,40.91,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082426120660,120251080550210660,2026-09-17,0.47,9,0,52.22,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082426120660,120251080550210660,2026-09-18,0.01,2,0,5.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082426210660,120251080550210660,2026-09-13,0.05,4,0,12.5,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082426210660,120251080550210660,2026-09-14,0.06,1,0,60.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082426310660,120251080550210660,2026-09-13,0.19,7,0,27.14,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082426310660,120251080550210660,2026-09-14,0.31,10,0,31.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082426310660,120251080550210660,2026-09-17,0.0,1,0,0.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082426570660,120251080550210660,2026-09-13,0.48,13,0,36.92,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082426570660,120251080550210660,2026-09-14,0.01,1,0,10.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082426570660,120251080550210660,2026-09-16,0.02,1,0,20.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082426730660,120251080550210660,2026-09-13,0.23,5,0,46.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082426730660,120251080550210660,2026-09-14,0.12,6,0,20.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082426730660,120251080550210660,2026-09-15,0.14,5,0,28.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082426730660,120251080550210660,2026-09-18,0.1,4,0,25.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082426830660,120251080550210660,2026-09-13,2.06,45,1,45.78,2.222,2.06,1,1,2.06,1,1,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082426830660,120251080550210660,2026-09-14,2.28,52,0,43.85,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082426830660,120251080550210660,2026-09-15,2.25,26,0,86.54,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082426830660,120251080550210660,2026-09-16,2.24,40,0,56.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082426830660,120251080550210660,2026-09-17,2.78,39,0,71.28,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082426830660,120251080550210660,2026-09-18,0.95,34,0,27.94,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082427250660,120251080550210660,2026-09-14,0.08,1,0,80.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082427810660,120251080550210660,2026-09-13,1.57,23,0,68.26,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082427810660,120251080550210660,2026-09-14,1.9,30,0,63.33,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082427810660,120251080550210660,2026-09-15,1.43,22,0,65.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082427810660,120251080550210660,2026-09-16,1.63,32,0,50.94,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082427810660,120251080550210660,2026-09-17,2.06,51,0,40.39,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082427810660,120251080550210660,2026-09-18,1.95,46,0,42.39,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082429050660,120251080550210660,2026-09-13,0.01,1,0,10.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082429460660,120251080550210660,2026-09-13,0.11,7,0,15.71,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082429460660,120251080550210660,2026-09-14,0.27,17,0,15.88,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082429460660,120251080550210660,2026-09-15,0.05,1,0,50.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082429460660,120251080550210660,2026-09-18,0.16,3,0,53.33,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082429940660,120251080550210660,2026-09-13,0.19,4,0,47.5,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082429940660,120251080550210660,2026-09-14,0.14,3,0,46.67,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082429940660,120251080550210660,2026-09-16,0.09,1,0,90.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082430650660,120251080550210660,2026-09-13,0.1,2,0,50.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082430650660,120251080550210660,2026-09-14,0.17,1,0,170.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082430940660,120251080550210660,2026-09-14,0.09,1,0,90.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082432190660,120251080550210660,2026-09-14,0.05,2,0,25.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082432190660,120251080550210660,2026-09-18,0.01,1,0,10.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082432760660,120251080550210660,2026-09-13,0.03,1,0,30.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082432760660,120251080550210660,2026-09-14,0.32,4,0,80.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082432760660,120251080550210660,2026-09-15,0.14,3,0,46.67,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082432760660,120251080550210660,2026-09-16,0.16,1,0,160.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082432760660,120251080550210660,2026-09-17,0.0,1,0,0.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082433750660,120251080550210660,2026-09-18,0.04,1,0,40.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082434110660,120251080550210660,2026-09-13,0.15,1,0,150.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082434110660,120251080550210660,2026-09-14,0.12,2,0,60.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082434500660,120251080550210660,2026-09-13,0.66,12,0,55.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082434500660,120251080550210660,2026-09-14,0.0,1,0,0.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082434500660,120251080550210660,2026-09-15,0.01,1,0,10.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082434500660,120251080550210660,2026-09-16,0.03,1,0,30.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082435230660,120251080550210660,2026-09-13,0.29,10,0,29.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082435230660,120251080550210660,2026-09-14,0.4,4,0,100.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082435230660,120251080550210660,2026-09-17,0.54,4,0,135.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082435740660,120251080550210660,2026-09-13,0.13,6,0,21.67,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082435740660,120251080550210660,2026-09-14,0.62,17,0,36.47,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082435740660,120251080550210660,2026-09-15,0.52,13,0,40.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082435740660,120251080550210660,2026-09-16,2.23,65,0,34.31,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082435740660,120251080550210660,2026-09-17,3.17,66,1,48.03,1.515,3.17,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082435740660,120251080550210660,2026-09-18,2.83,81,0,34.94,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082436230660,120251080550210660,2026-09-13,0.21,3,0,70.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082436230660,120251080550210660,2026-09-14,0.02,1,0,20.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251089581830660,120251080550210660,2026-09-13,5.61,143,2,39.23,1.399,2.81,0,0,,1,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251089581830660,120251080550210660,2026-09-14,20.43,476,2,42.92,0.42,10.21,0,0,,3,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251089581830660,120251080550210660,2026-09-15,6.07,159,2,38.18,1.258,3.04,1,1,6.07,2,1,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251089581830660,120251080550210660,2026-09-16,5.65,72,0,78.47,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251089581830660,120251080550210660,2026-09-17,9.34,174,0,53.68,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251089581830660,120251080550210660,2026-09-18,20.8,329,3,63.22,0.912,6.93,1,1,20.8,3,1,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251182913330660,120251080550210660,2026-09-18,10.66,306,4,34.84,1.307,2.67,0,0,,3,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081860040660,120251080550480660,2026-09-13,0.23,2,0,115.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081860040660,120251080550480660,2026-09-14,0.66,4,0,165.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081860040660,120251080550480660,2026-09-15,0.08,2,0,40.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081860270660,120251080550480660,2026-09-13,0.58,6,0,96.67,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081860270660,120251080550480660,2026-09-14,0.44,3,0,146.67,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081860270660,120251080550480660,2026-09-18,1.52,4,0,380.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081897730660,120251080550480660,2026-09-13,3.56,27,0,131.85,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081897730660,120251080550480660,2026-09-14,1.78,4,0,445.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081897730660,120251080550480660,2026-09-15,0.03,1,0,30.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081897730660,120251080550480660,2026-09-16,0.06,1,0,60.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081897730660,120251080550480660,2026-09-18,0.17,1,0,170.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081898270660,120251080550480660,2026-09-13,85.24,913,2,93.36,0.219,42.62,0,0,,2,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081898270660,120251080550480660,2026-09-14,13.75,76,1,180.92,1.316,13.75,0,0,,1,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081898270660,120251080550480660,2026-09-15,0.58,4,0,145.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081898270660,120251080550480660,2026-09-18,3.27,15,0,218.0,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081900260660,120251080550480660,2026-09-13,18.38,425,1,43.25,0.235,18.38,0,0,,1,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081900260660,120251080550480660,2026-09-14,7.06,113,0,62.48,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081900260660,120251080550480660,2026-09-15,1.8,34,0,52.94,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081900260660,120251080550480660,2026-09-16,2.52,40,2,63.0,5.0,1.26,0,0,,2,1,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081900260660,120251080550480660,2026-09-17,13.59,272,5,49.96,1.838,2.72,0,0,,4,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251081900260660,120251080550480660,2026-09-18,27.1,627,3,43.22,0.478,9.03,0,0,,4,2,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082463040660,120251080550480660,2026-09-13,7.45,142,0,52.46,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082463040660,120251080550480660,2026-09-14,1.55,37,0,41.89,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120251082463040660,120251080550480660,2026-09-15,0.75,7,0,107.14,0.0,,0,0,,0,0,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
